person_id,age_group,hours_of_sleep,exercise_per_week,income_satisfaction,social_interactions_per_week,stress_level,diet_quality_score,screen_time_hours,urban_rural,employment_status,relationship_status,religious_affiliation,political_alignment,sexual_orientation,music_listening_hours,favorite_tv_genre,pet_ownership,region,happiness_score,high_stress,depression_risk
462,41–60,6.6,1,1.2,2,2.1,7.0,-0.3,urban,employed,married,muslim,right,homosexual,0.6,comedy,no,east,4.3,no,medium
463,18–25,6.4,6,1.7,8,6.3,2.9,4.7,urban,student,widowed,muslim,right,heterosexual,-0.5,reality,yes,east,1.9,no,high
464,26–40,7.9,0,3.3,2,3.8,8.3,4.5,urban,retired,single,none,left,other,0.1,drama,no,north,6.6,no,medium
465,18–25,6.6,3,7.4,5,3.2,6.0,5.5,rural,employed,single,hindu,center,homosexual,1.3,comedy,yes,north,5.3,no,medium
466,26–40,7.0,3,2.4,0,1.2,8.1,4.6,suburban,unemployed,divorced,hindu,center,homosexual,2.3,reality,yes,east,8.2,no,low
467,26–40,7.2,4,5.7,3,4.0,6.6,6.2,urban,employed,married,none,center,heterosexual,0.2,comedy,yes,north,5.1,no,medium
468,60+,6.1,5,3.2,11,4.6,5.2,4.5,suburban,retired,single,christian,right,other,2.3,reality,no,east,5.5,no,medium
469,41–60,7.7,4,5.6,4,5.0,7.6,5.5,rural,retired,married,other,center,bisexual,2.4,comedy,yes,north,6.3,no,medium
470,41–60,5.8,4,7.8,6,7.6,8.8,5.3,suburban,unemployed,married,muslim,other,heterosexual,1.5,sports,yes,west,5.2,yes,medium
471,26–40,7.6,5,3.4,5,4.6,5.2,3.1,rural,retired,married,hindu,other,homosexual,1.8,drama,yes,east,3.6,no,high
472,18–25,7.5,1,4.1,6,2.8,1.3,3.3,rural,unemployed,divorced,other,center,heterosexual,2.6,comedy,no,west,6.2,no,medium
473,26–40,6.8,4,7.5,8,4.6,6.3,3.6,suburban,retired,widowed,christian,center,other,2.3,news,no,east,5.9,no,medium
474,26–40,5.7,5,5.9,6,1.6,1.8,7.2,rural,employed,married,muslim,right,heterosexual,2.2,news,no,north,4.1,no,medium
475,26–40,7.0,3,1.9,5,9.7,3.9,3.2,suburban,unemployed,widowed,hindu,left,other,-0.4,reality,yes,north,5.6,yes,medium
476,26–40,5.8,6,7.8,9,1.6,5.9,4.6,suburban,retired,widowed,hindu,right,homosexual,1.3,drama,yes,west,9.0,no,low
477,41–60,6.9,3,3.5,3,2.8,4.1,4.2,suburban,student,divorced,christian,right,other,0.6,reality,no,west,6.2,no,medium
478,60+,7.9,5,4.5,4,4.9,3.5,4.3,urban,student,single,christian,left,heterosexual,2.7,drama,yes,east,5.9,no,medium
479,26–40,7.0,3,3.2,6,9.4,1.2,4.1,suburban,unemployed,widowed,hindu,other,bisexual,1.4,news,no,south,2.9,yes,high
480,41–60,8.5,6,5.9,7,2.6,3.4,3.5,rural,student,widowed,hindu,left,bisexual,3.7,news,no,south,5.6,no,medium
481,41–60,7.4,2,7.4,5,4.6,4.5,2.3,rural,employed,widowed,other,center,bisexual,3.4,reality,yes,south,5.2,no,medium
482,18–25,7.9,2,8.2,3,9.9,3.6,2.6,rural,employed,single,christian,other,other,3.6,sports,yes,south,0.7,yes,high
483,60+,7.9,5,9.3,4,6.4,6.7,5.1,rural,retired,married,christian,other,other,1.6,news,yes,north,7.8,no,low
484,18–25,8.7,5,4.2,3,6.5,7.0,4.7,suburban,employed,married,other,center,other,1.2,drama,no,west,5.4,no,medium
485,41–60,5.4,1,9.4,3,9.8,8.0,4.3,urban,unemployed,divorced,christian,left,homosexual,1.6,comedy,yes,south,1.3,yes,high
486,26–40,6.4,6,6.6,2,5.6,2.7,6.7,suburban,employed,married,none,center,other,3.1,comedy,yes,south,3.7,no,high
487,26–40,7.0,5,4.5,4,1.0,6.6,7.7,urban,retired,married,muslim,other,heterosexual,3.4,comedy,yes,west,7.4,no,low
488,26–40,8.0,4,9.0,2,1.3,4.9,2.6,urban,employed,married,none,left,heterosexual,1.7,news,no,east,7.7,no,low
489,41–60,7.2,3,6.2,3,7.1,3.9,6.1,urban,retired,divorced,christian,other,bisexual,3.4,sports,yes,east,4.1,yes,medium
490,18–25,7.0,4,5.1,3,2.9,5.3,2.2,urban,unemployed,divorced,other,other,homosexual,1.7,news,yes,north,5.5,no,medium
491,18–25,8.2,5,1.1,8,5.3,5.3,3.3,suburban,student,married,hindu,center,bisexual,2.2,drama,no,east,4.9,no,medium
492,26–40,6.6,3,7.5,4,6.0,6.8,4.2,rural,employed,married,christian,right,other,1.5,news,yes,south,6.7,no,medium
493,18–25,6.5,2,1.7,6,7.0,6.0,5.3,suburban,retired,widowed,hindu,center,other,4.4,news,yes,west,5.5,no,medium
494,41–60,7.6,3,3.6,6,1.8,6.7,2.1,urban,unemployed,single,muslim,other,other,4.2,news,no,south,7.3,no,low
495,41–60,9.9,1,9.7,6,7.8,9.8,4.1,rural,student,divorced,none,left,other,2.9,news,yes,west,4.1,yes,medium
496,41–60,7.0,0,2.4,1,9.3,8.3,4.2,rural,student,single,muslim,left,bisexual,1.7,drama,yes,north,3.2,yes,high
497,41–60,6.2,6,3.8,3,3.3,3.6,1.8,urban,student,married,hindu,right,other,-0.1,news,no,north,5.6,no,medium
498,60+,6.3,3,9.4,4,4.4,5.8,4.7,suburban,employed,married,muslim,center,bisexual,2.1,sports,no,south,8.2,no,low
499,41–60,6.6,5,4.0,3,7.7,3.1,3.8,suburban,student,married,hindu,other,bisexual,2.7,reality,yes,east,4.9,yes,medium
500,60+,8.6,1,4.0,5,3.2,5.7,4.9,suburban,student,married,none,left,homosexual,0.3,drama,yes,east,5.2,no,medium
501,18–25,6.6,2,6.8,9,5.9,7.4,3.3,rural,student,divorced,hindu,center,homosexual,4.1,sports,yes,north,7.9,no,low
502,26–40,7.4,2,2.2,6,6.9,1.6,3.4,suburban,employed,married,none,left,bisexual,3.7,comedy,yes,west,5.2,no,medium
503,60+,6.9,0,9.8,4,8.9,2.2,7.4,urban,unemployed,single,christian,other,homosexual,0.9,comedy,yes,west,4.1,yes,medium
504,41–60,5.4,5,3.5,7,4.1,1.1,2.8,suburban,student,widowed,hindu,center,other,2.2,drama,no,north,7.0,no,low
505,41–60,6.6,4,8.1,4,5.4,4.4,3.7,suburban,unemployed,widowed,muslim,other,other,2.3,reality,no,north,6.9,no,medium
506,18–25,4.0,4,3.6,7,2.7,7.9,3.2,rural,student,single,other,right,bisexual,2.0,news,no,south,5.4,no,medium
507,41–60,7.2,3,3.5,4,3.8,5.0,4.2,suburban,student,single,muslim,other,bisexual,2.3,drama,no,east,5.6,no,medium
508,41–60,7.6,2,1.5,2,1.9,6.1,4.4,rural,employed,widowed,other,other,other,1.2,news,no,east,7.1,no,low
509,18–25,6.0,1,2.1,8,2.8,6.3,5.8,urban,student,divorced,muslim,center,bisexual,1.9,news,no,east,5.7,no,medium
510,18–25,6.3,0,5.7,3,4.1,1.8,3.2,suburban,retired,single,hindu,other,bisexual,2.2,comedy,no,south,1.3,no,high
511,26–40,5.4,4,6.2,4,4.8,2.6,3.6,suburban,student,divorced,christian,other,heterosexual,1.3,reality,yes,north,2.7,no,high
512,60+,4.3,3,8.3,10,7.4,9.2,4.4,rural,unemployed,widowed,hindu,center,other,2.9,news,yes,east,4.7,yes,medium
513,41–60,5.2,3,1.5,6,5.1,5.1,1.3,suburban,retired,divorced,none,left,heterosexual,2.0,drama,yes,south,2.3,no,high
514,60+,7.8,2,4.2,3,1.4,4.8,5.8,urban,employed,widowed,christian,center,bisexual,1.4,comedy,no,west,4.5,no,medium
515,26–40,6.6,1,2.8,2,7.8,7.8,-0.9,urban,retired,married,hindu,left,bisexual,0.9,news,yes,east,3.8,yes,high
516,60+,7.3,1,4.2,2,5.8,1.4,5.1,urban,retired,divorced,christian,left,bisexual,2.8,comedy,no,west,4.1,no,medium
517,26–40,9.4,4,4.2,3,9.5,8.6,9.2,suburban,retired,divorced,none,center,heterosexual,2.1,comedy,yes,south,6.8,yes,medium
518,18–25,8.2,3,4.2,6,6.7,7.0,4.9,suburban,retired,divorced,other,left,heterosexual,1.1,drama,yes,east,7.1,no,low
519,18–25,7.6,2,3.8,7,5.8,2.3,5.1,rural,retired,married,christian,right,other,1.6,drama,no,north,5.0,no,medium
520,60+,6.4,1,7.9,3,3.6,1.6,4.2,rural,unemployed,married,christian,center,bisexual,1.6,sports,yes,east,5.9,no,medium
521,26–40,8.9,3,7.2,5,3.1,1.0,2.7,rural,retired,married,none,right,heterosexual,3.0,news,no,south,4.7,no,medium
522,18–25,8.5,1,4.1,5,3.1,3.6,5.2,urban,unemployed,single,hindu,center,other,3.8,comedy,yes,west,4.1,no,medium
523,18–25,8.1,0,2.3,6,4.7,3.9,1.9,rural,unemployed,widowed,other,other,heterosexual,1.8,sports,yes,east,4.5,no,medium
524,26–40,7.0,1,5.7,5,2.5,2.6,2.2,urban,unemployed,single,christian,left,other,2.4,drama,no,south,6.1,no,medium
525,41–60,5.9,1,9.3,6,8.6,3.6,3.3,suburban,employed,divorced,christian,right,other,2.8,reality,no,south,4.4,yes,medium
526,26–40,8.8,3,2.1,6,8.2,6.1,4.8,urban,retired,widowed,christian,right,heterosexual,0.6,comedy,no,east,7.1,yes,low
527,26–40,8.0,1,7.8,7,7.6,2.0,2.1,urban,student,single,christian,other,homosexual,2.1,reality,yes,south,4.6,yes,medium
528,60+,6.8,1,6.4,2,1.4,2.8,5.0,urban,employed,married,none,left,other,2.5,reality,no,west,8.4,no,low
529,26–40,6.7,0,6.3,8,1.6,6.1,4.7,urban,student,single,christian,center,bisexual,2.6,comedy,yes,west,6.9,no,medium
530,41–60,5.5,1,9.4,4,6.7,7.3,4.1,urban,retired,married,other,center,heterosexual,1.7,sports,yes,west,4.3,no,medium
531,26–40,7.9,1,9.6,4,7.7,9.4,1.5,urban,retired,single,none,center,heterosexual,0.4,sports,no,south,6.7,yes,medium
532,60+,7.2,3,3.2,6,1.2,5.6,5.4,suburban,student,married,christian,center,homosexual,2.6,comedy,yes,west,9.1,no,low
533,18–25,7.5,2,8.3,4,3.6,2.0,3.6,suburban,unemployed,single,other,right,homosexual,2.3,news,yes,north,3.0,no,high
534,41–60,8.1,0,6.6,5,2.2,6.3,3.9,urban,retired,divorced,muslim,left,other,3.0,reality,yes,north,5.4,no,medium
535,41–60,7.9,1,4.7,8,3.1,10.0,3.3,suburban,student,widowed,muslim,other,homosexual,-0.5,sports,no,north,5.2,no,medium
536,18–25,6.0,2,7.0,6,5.7,8.9,1.7,suburban,employed,single,other,other,other,2.0,comedy,yes,south,5.2,no,medium
537,26–40,7.0,3,9.6,5,2.0,8.0,2.5,urban,student,single,christian,other,homosexual,1.6,drama,no,east,6.2,no,medium
538,26–40,7.5,0,5.7,4,3.1,7.6,5.4,rural,employed,widowed,christian,left,homosexual,1.4,drama,yes,east,6.6,no,medium
539,18–25,7.6,5,9.5,5,6.1,7.8,6.4,rural,employed,divorced,none,right,homosexual,0.5,comedy,no,north,8.3,no,low
540,26–40,5.1,3,6.8,6,5.6,1.8,4.8,urban,retired,divorced,christian,left,homosexual,0.8,news,no,south,6.0,no,medium
541,60+,5.8,2,5.3,1,8.7,5.7,5.1,suburban,employed,married,none,left,bisexual,2.2,drama,yes,north,5.1,yes,medium
542,26–40,7.8,0,6.8,5,2.4,7.2,6.5,suburban,retired,divorced,christian,left,homosexual,1.1,news,no,north,6.5,no,medium
543,26–40,7.8,1,6.4,2,4.3,1.7,6.4,urban,student,widowed,hindu,other,heterosexual,0.8,comedy,yes,west,3.3,no,high
544,18–25,8.9,2,4.8,10,9.3,9.2,4.9,suburban,unemployed,single,hindu,right,heterosexual,1.9,comedy,yes,south,7.1,yes,low
545,18–25,5.1,3,6.1,3,8.2,2.1,3.1,suburban,employed,widowed,other,right,heterosexual,1.0,reality,yes,north,5.3,yes,medium
546,26–40,8.1,0,7.3,7,6.4,1.8,1.0,rural,retired,married,hindu,left,heterosexual,1.9,comedy,yes,west,0.0,no,high
547,60+,7.5,2,8.5,10,7.9,2.1,4.1,urban,unemployed,single,muslim,right,other,1.9,news,no,south,7.1,yes,low
548,41–60,5.7,6,3.7,4,5.0,4.8,4.3,suburban,employed,married,muslim,right,homosexual,2.2,sports,no,north,3.6,no,high
549,26–40,4.9,5,1.1,6,9.2,5.9,7.9,rural,student,married,none,right,bisexual,0.9,drama,yes,east,3.1,yes,high
550,26–40,8.1,2,6.0,6,6.4,1.9,5.0,suburban,employed,divorced,muslim,center,bisexual,3.0,drama,no,north,5.4,no,medium
551,26–40,5.8,3,5.4,7,7.3,8.1,4.3,urban,student,single,christian,other,homosexual,2.9,reality,yes,east,3.4,yes,high
552,41–60,5.4,3,1.5,6,6.9,2.8,2.7,urban,student,married,none,right,other,1.9,sports,yes,west,3.9,no,high
553,41–60,7.5,1,6.7,7,7.1,6.0,4.1,suburban,student,married,hindu,other,bisexual,2.4,news,yes,north,2.9,yes,high
554,41–60,7.0,1,9.5,7,6.8,5.4,5.9,suburban,student,married,hindu,center,homosexual,2.5,news,yes,west,5.5,no,medium
555,18–25,7.7,2,4.6,6,1.7,9.2,3.7,suburban,retired,widowed,muslim,left,heterosexual,2.7,reality,yes,west,6.9,no,medium
556,60+,7.5,3,9.0,8,6.4,9.0,2.1,urban,retired,married,muslim,left,other,2.6,comedy,yes,north,5.3,no,medium
557,18–25,11.0,6,8.3,2,8.1,3.1,2.7,urban,retired,divorced,christian,left,homosexual,2.6,sports,yes,west,7.3,yes,low
558,26–40,7.9,2,2.5,3,1.0,5.8,2.0,rural,unemployed,divorced,hindu,other,bisexual,2.3,drama,no,east,6.2,no,medium
559,60+,7.8,6,8.1,9,9.0,9.9,3.0,suburban,student,single,muslim,right,bisexual,2.5,sports,no,north,7.9,yes,low
560,26–40,5.9,4,5.7,11,9.6,4.0,2.3,suburban,employed,married,hindu,center,other,-0.6,reality,yes,south,2.8,yes,high
561,18–25,8.9,5,9.3,6,2.2,1.7,4.8,urban,unemployed,single,hindu,right,bisexual,0.6,comedy,yes,east,5.5,no,medium
562,18–25,6.4,3,2.7,3,5.8,7.5,5.0,urban,unemployed,single,muslim,other,homosexual,2.7,sports,yes,south,5.8,no,medium
563,26–40,5.9,6,2.1,6,2.0,5.5,6.3,suburban,unemployed,divorced,hindu,left,homosexual,0.7,comedy,yes,south,7.6,no,low
564,18–25,6.7,4,3.2,6,3.5,9.5,3.9,suburban,unemployed,married,muslim,center,other,2.0,sports,yes,east,6.9,no,medium
565,26–40,7.5,6,1.5,6,6.6,6.2,3.9,urban,employed,divorced,other,right,homosexual,1.0,drama,no,west,5.4,no,medium
566,26–40,6.4,4,3.9,4,3.7,5.6,4.5,rural,student,widowed,muslim,right,bisexual,2.3,news,yes,west,4.5,no,medium
567,41–60,5.9,3,3.5,5,4.3,9.2,3.2,urban,employed,married,hindu,left,other,-1.8,sports,no,north,6.4,no,medium
568,18–25,5.9,1,4.7,8,7.7,4.4,2.3,urban,student,married,other,right,bisexual,2.3,news,no,south,3.8,yes,high
569,41–60,7.2,2,5.2,5,6.2,6.4,2.6,suburban,unemployed,single,hindu,right,bisexual,1.8,news,yes,west,4.8,no,medium
570,26–40,7.7,0,2.3,7,5.7,8.6,4.9,urban,unemployed,single,hindu,left,heterosexual,0.8,news,yes,west,7.9,no,low
571,26–40,7.8,0,6.6,8,3.9,6.4,5.4,urban,retired,divorced,other,other,homosexual,3.1,reality,no,north,4.4,no,medium
572,18–25,5.1,5,3.0,3,7.3,3.7,7.6,suburban,retired,widowed,christian,other,homosexual,4.0,drama,yes,south,7.6,yes,low
573,26–40,6.0,6,2.1,9,4.8,6.0,2.5,rural,unemployed,divorced,other,center,bisexual,-0.6,news,yes,east,5.8,no,medium
574,41–60,8.1,3,7.4,5,9.1,4.9,2.4,suburban,unemployed,widowed,hindu,right,bisexual,1.2,drama,no,east,6.2,yes,medium
575,18–25,6.5,6,1.2,7,6.4,9.9,1.1,urban,student,married,hindu,other,bisexual,0.2,sports,no,south,7.2,no,low
576,41–60,7.2,1,4.3,8,5.8,1.5,4.2,urban,unemployed,single,christian,left,bisexual,-0.1,drama,yes,west,5.9,no,medium
577,41–60,10.2,1,2.3,4,8.2,7.9,4.8,urban,student,single,other,other,heterosexual,2.1,comedy,yes,west,8.7,yes,low
578,18–25,4.3,1,8.9,4,5.4,1.2,3.1,suburban,unemployed,married,muslim,right,bisexual,0.7,news,yes,east,3.6,no,high
579,26–40,6.8,0,8.4,2,3.5,6.4,1.7,suburban,employed,widowed,hindu,center,bisexual,0.7,sports,no,south,4.1,no,medium
580,26–40,7.8,4,1.5,5,2.4,4.9,7.0,urban,unemployed,divorced,other,center,bisexual,1.1,news,yes,west,4.4,no,medium
581,18–25,5.8,5,6.0,3,6.1,9.2,4.5,suburban,student,married,none,other,other,1.9,news,yes,north,5.5,no,medium
582,26–40,6.8,6,3.7,4,4.8,5.9,2.2,rural,student,single,hindu,left,other,3.3,sports,yes,south,8.3,no,low
583,60+,5.6,0,2.7,3,4.6,8.4,3.5,suburban,employed,widowed,muslim,left,other,2.4,sports,yes,south,6.9,no,medium
584,26–40,7.7,1,3.8,7,4.1,7.0,7.4,rural,student,divorced,hindu,right,other,2.4,reality,no,south,7.6,no,low
585,60+,6.2,0,8.3,5,7.0,5.0,5.4,suburban,retired,married,other,other,homosexual,1.0,reality,no,east,3.5,no,high
586,41–60,6.5,0,1.5,7,5.7,4.0,3.5,suburban,employed,single,christian,left,other,3.1,reality,no,east,5.6,no,medium
587,18–25,8.1,5,6.8,7,5.8,2.1,2.6,suburban,unemployed,widowed,none,left,other,3.3,drama,yes,west,6.3,no,medium
588,18–25,7.7,2,9.2,2,3.8,1.1,6.0,suburban,unemployed,divorced,muslim,left,other,3.0,comedy,no,west,3.7,no,high
589,41–60,8.2,3,5.0,3,6.5,1.0,1.9,suburban,unemployed,married,hindu,other,homosexual,1.1,comedy,yes,east,4.0,no,medium
590,26–40,9.1,6,9.1,2,4.6,3.0,4.7,rural,student,divorced,muslim,right,bisexual,3.0,drama,yes,west,9.4,no,low
591,18–25,7.1,4,9.2,7,7.9,6.0,4.7,rural,unemployed,married,christian,left,homosexual,3.5,reality,no,south,3.0,yes,high
592,26–40,9.5,6,6.5,6,5.8,9.8,5.7,urban,unemployed,widowed,none,center,heterosexual,3.0,comedy,yes,east,9.4,no,low
593,41–60,7.2,2,5.1,5,3.6,7.3,4.8,suburban,unemployed,single,muslim,other,heterosexual,1.8,reality,yes,west,4.6,no,medium
594,41–60,8.6,3,7.6,6,2.3,1.6,4.9,suburban,retired,married,other,other,other,1.0,sports,no,east,6.3,no,medium
595,18–25,7.0,1,9.2,11,7.3,6.8,4.5,urban,retired,married,other,other,heterosexual,2.2,drama,yes,east,7.0,yes,low
596,26–40,8.0,5,7.1,7,4.3,5.4,4.5,urban,retired,widowed,muslim,left,other,1.4,reality,yes,east,7.4,no,low
597,60+,6.5,5,2.9,5,1.6,6.7,6.8,urban,unemployed,widowed,none,right,heterosexual,-1.6,drama,yes,east,7.2,no,low
598,41–60,8.6,2,8.4,1,9.2,6.6,4.0,urban,unemployed,single,hindu,right,homosexual,1.2,news,yes,south,4.4,yes,medium
599,26–40,8.4,6,9.6,5,4.5,2.3,5.3,rural,student,widowed,other,center,other,2.3,drama,yes,south,8.4,no,low
600,41–60,6.7,3,4.7,2,7.7,9.3,3.4,suburban,student,divorced,hindu,center,homosexual,2.5,drama,no,west,6.5,yes,medium
601,18–25,7.2,5,7.3,9,5.1,6.0,2.5,rural,student,divorced,hindu,right,other,3.8,reality,yes,east,8.0,no,low
602,18–25,5.9,2,5.7,6,9.0,7.3,3.3,rural,student,single,muslim,right,bisexual,3.6,drama,no,east,5.7,yes,medium
603,18–25,8.1,5,2.0,7,1.3,4.5,3.6,suburban,unemployed,single,other,right,other,2.6,news,yes,south,8.7,no,low
604,18–25,8.0,0,4.1,2,3.3,2.1,2.4,rural,student,widowed,muslim,other,other,1.0,sports,no,west,5.3,no,medium
605,41–60,5.5,0,2.5,3,5.9,7.2,1.8,suburban,employed,divorced,christian,other,heterosexual,2.1,comedy,yes,south,3.3,no,high
606,26–40,9.6,2,7.1,6,3.9,9.5,5.8,suburban,unemployed,widowed,hindu,right,heterosexual,1.5,sports,no,east,7.9,no,low
607,26–40,7.5,6,6.2,6,7.7,6.2,3.1,urban,unemployed,single,none,center,other,-0.6,drama,yes,north,5.5,yes,medium
608,41–60,6.7,2,1.3,2,7.2,2.8,3.6,suburban,employed,divorced,hindu,right,other,5.2,news,no,west,1.5,yes,high
609,41–60,8.4,6,1.6,3,1.2,6.6,3.1,urban,student,single,none,center,homosexual,0.7,news,yes,east,10.0,no,low
610,18–25,6.4,4,3.3,4,6.4,4.9,0.5,urban,employed,single,muslim,other,other,-0.2,sports,yes,north,3.5,no,high
611,26–40,8.6,1,7.7,3,8.5,4.6,6.5,urban,student,widowed,other,right,heterosexual,-0.3,reality,yes,east,3.7,yes,high
612,41–60,5.6,0,2.1,4,3.8,9.2,2.6,suburban,employed,single,hindu,center,other,1.7,comedy,no,west,4.0,no,medium
613,41–60,6.7,5,2.8,1,2.3,7.6,5.5,suburban,unemployed,widowed,christian,right,homosexual,3.2,drama,yes,west,6.1,no,medium
614,41–60,6.9,2,9.2,5,7.6,5.6,2.5,suburban,student,single,hindu,other,homosexual,1.1,drama,no,west,3.0,yes,high
615,18–25,6.3,3,5.9,4,9.1,4.8,4.3,rural,student,single,none,other,other,2.6,sports,no,north,3.3,yes,high
616,26–40,6.1,5,6.6,8,6.9,3.2,5.4,suburban,student,single,none,other,heterosexual,2.4,news,no,north,5.2,no,medium
617,41–60,6.4,1,5.1,5,8.6,4.1,2.2,suburban,unemployed,divorced,none,left,bisexual,1.6,news,yes,east,3.9,yes,high
618,41–60,6.4,3,3.7,6,10.0,5.9,3.4,rural,student,single,other,other,other,0.7,reality,yes,west,5.2,yes,medium
619,26–40,6.4,5,3.2,3,5.5,1.4,3.1,suburban,employed,married,christian,right,homosexual,3.0,comedy,no,south,4.4,no,medium
620,18–25,8.7,1,6.3,8,9.4,4.2,3.3,rural,student,divorced,christian,center,homosexual,2.2,drama,no,south,0.0,yes,high
621,41–60,7.5,3,5.2,4,4.1,5.4,5.2,urban,student,married,none,right,heterosexual,2.0,sports,no,west,7.6,no,low
622,26–40,6.9,0,4.6,5,7.7,6.5,6.1,suburban,unemployed,single,christian,right,homosexual,3.5,reality,no,south,5.4,yes,medium
623,26–40,7.9,2,7.2,2,9.1,7.7,3.5,urban,employed,divorced,christian,left,other,2.4,comedy,no,south,3.8,yes,high
624,26–40,6.9,6,4.6,4,5.7,1.1,4.4,suburban,employed,married,muslim,right,bisexual,1.1,drama,no,west,6.5,no,medium
625,26–40,6.0,5,1.3,9,6.6,3.7,2.0,suburban,employed,single,christian,left,heterosexual,3.2,comedy,yes,east,5.3,no,medium
626,26–40,5.1,2,8.6,6,9.7,3.3,7.7,suburban,student,divorced,none,right,homosexual,3.6,drama,no,north,3.2,yes,high
627,26–40,8.2,4,3.9,0,3.3,5.7,4.8,suburban,retired,single,other,left,heterosexual,2.5,comedy,yes,south,7.3,no,low
628,18–25,4.3,5,9.5,4,4.2,5.2,5.3,urban,retired,widowed,muslim,other,other,1.7,comedy,yes,west,4.0,no,medium
629,60+,5.2,2,8.9,3,8.0,1.7,3.3,urban,student,widowed,christian,left,bisexual,4.1,sports,no,east,2.1,yes,high
630,60+,7.6,6,3.1,4,4.1,7.9,5.6,rural,unemployed,married,muslim,left,other,3.9,reality,no,west,8.0,no,low
631,60+,7.0,5,9.7,5,5.5,7.2,4.2,urban,unemployed,divorced,hindu,right,heterosexual,2.5,news,yes,east,6.2,no,medium
632,41–60,8.8,0,8.7,4,1.5,8.4,5.4,rural,student,divorced,muslim,other,bisexual,0.4,comedy,yes,south,6.8,no,medium
633,41–60,6.2,1,9.9,5,6.1,2.0,2.6,suburban,employed,divorced,muslim,left,other,1.2,sports,yes,south,5.3,no,medium
634,18–25,7.9,1,7.1,6,6.6,5.6,4.3,suburban,employed,divorced,muslim,right,heterosexual,4.8,news,yes,south,0.9,no,high
635,18–25,6.8,2,9.4,4,1.7,6.4,1.0,suburban,student,divorced,christian,center,bisexual,1.2,reality,yes,south,8.1,no,low
636,18–25,7.7,3,7.2,4,3.2,1.4,4.9,suburban,employed,married,muslim,right,heterosexual,3.4,reality,no,east,5.6,no,medium
637,26–40,7.2,2,8.7,7,4.9,9.6,4.8,urban,employed,divorced,other,right,other,0.7,comedy,yes,west,6.1,no,medium
638,26–40,7.6,5,6.5,7,8.0,8.1,1.2,urban,retired,widowed,christian,center,heterosexual,1.2,drama,yes,east,6.4,yes,medium
639,60+,7.3,1,9.4,0,1.2,3.2,2.3,urban,retired,widowed,none,left,homosexual,1.4,reality,yes,north,5.2,no,medium
640,26–40,7.4,6,5.7,8,4.0,6.7,2.8,urban,student,divorced,hindu,right,heterosexual,2.7,sports,yes,north,5.4,no,medium
641,26–40,5.7,5,7.6,7,1.0,2.3,4.7,urban,retired,single,none,right,homosexual,2.3,comedy,yes,east,7.3,no,low
642,41–60,7.1,4,9.3,2,5.7,8.9,-0.2,suburban,retired,divorced,christian,right,bisexual,5.2,reality,yes,north,8.8,no,low
643,18–25,7.7,1,4.8,12,5.5,1.9,6.9,suburban,unemployed,married,none,other,bisexual,-0.1,comedy,no,east,6.0,no,medium
644,60+,6.9,3,1.2,8,7.8,9.1,2.9,rural,student,widowed,hindu,left,other,-0.2,drama,no,south,7.0,yes,low
645,26–40,6.9,3,2.0,5,1.0,8.5,8.5,urban,unemployed,widowed,muslim,other,heterosexual,1.3,reality,yes,east,5.0,no,medium
646,26–40,4.7,4,9.7,6,7.8,5.3,4.0,suburban,retired,married,none,left,homosexual,2.4,comedy,no,south,5.5,yes,medium
647,60+,8.8,5,8.9,9,9.0,6.9,0.5,urban,retired,married,christian,center,homosexual,2.5,sports,yes,west,5.0,yes,medium
648,26–40,5.4,5,5.4,8,3.9,3.2,1.6,rural,employed,single,other,right,other,1.9,reality,yes,west,4.6,no,medium
649,26–40,6.3,5,9.6,5,4.0,4.5,4.0,rural,unemployed,widowed,hindu,other,heterosexual,0.8,drama,no,south,5.9,no,medium
650,26–40,6.1,6,2.7,5,1.0,3.0,1.9,suburban,unemployed,divorced,none,center,homosexual,1.8,news,yes,east,8.9,no,low
651,41–60,7.4,3,2.0,3,4.9,5.7,2.5,suburban,student,married,other,left,other,0.8,news,yes,east,4.4,no,medium
652,18–25,7.4,2,6.4,11,6.5,3.9,0.3,rural,employed,divorced,hindu,left,other,2.0,comedy,yes,south,4.1,no,medium
653,41–60,7.8,2,4.4,3,2.1,4.2,3.3,urban,employed,married,none,center,heterosexual,3.1,reality,no,north,4.0,no,medium
654,60+,7.8,6,4.1,4,6.9,5.0,6.2,urban,employed,married,christian,left,heterosexual,-0.7,reality,no,east,3.3,no,high
655,26–40,9.1,6,7.6,5,4.3,8.9,2.9,suburban,retired,widowed,other,right,heterosexual,3.3,drama,no,south,7.4,no,low
656,41–60,6.6,6,2.4,6,7.1,5.9,4.8,urban,retired,married,other,left,homosexual,-0.2,news,yes,north,7.4,yes,low
657,41–60,6.0,1,8.0,4,3.3,8.3,2.4,suburban,retired,widowed,none,left,other,0.6,sports,no,north,7.5,no,low
658,26–40,6.7,0,4.2,4,8.0,8.6,5.5,suburban,unemployed,single,none,center,heterosexual,5.1,news,no,south,4.6,yes,medium
659,60+,5.7,2,9.9,2,5.9,3.2,3.2,suburban,unemployed,widowed,christian,left,bisexual,1.3,reality,no,east,4.2,no,medium
660,41–60,6.6,2,8.3,4,5.8,8.0,4.4,urban,student,divorced,christian,left,heterosexual,3.2,sports,no,north,4.4,no,medium
